"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 30 19:40:42 GMT 2022","Sat Apr 30 19:40:42 GMT 2022","248","","tests/all.test.ts","DEEL - Create new contract","","","create Fixed Rate contract",""
"failed","Sat Apr 30 19:40:43 GMT 2022","Sat Apr 30 19:40:43 GMT 2022","216","","tests/all.test.ts","DEEL - Create new contract","","","create Pay As You Go contract",""
